Label,Event type,Event Fraction,3h,2h,1h,0h,Higgs
3h,Nj=6,0.18251773476012986,0.4077733860342556,0.0,0.3814229249011858,0.21080368906455862,0.5349143610013175
3h,Nj=7,0.2943369003246363,0.30800653594771243,0.021241830065359478,0.375,0.2957516339869281,0.4471677559912854
3h,Nj>=8,0.5231453649152339,0.19535738910595266,0.05286141116984601,0.38221098598023445,0.3695702137439669,0.35800199187926146
3h,Total,1.0,0.2672838763977396,0.03390645665504389,0.37994469159552724,0.3188649753516893,0.4165364113662779
