Train signal size,Train background size,Validation signal size,Validation background size,Test signal size,Test background size,Loss,ACC,AUC,Sample Type,Model Name,Training epochs,time,ACC_6b,AUC_6b
855147,854853,44853,45147,100000,100000,0.4201029539108276,0.80454,0.885676025,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-1M-4b_SPANet_pairing_08,52,2025-03-25 17:55:48.082113,,
854894,855106,45106,44894,100000,100000,0.4350902438163757,0.79609,0.8758023122,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-1M-abs_pairing_03,52,2025-03-25 17:57:02.526910,,
855147,854853,44853,45147,100000,100000,0.4216062128543854,0.802765,0.8847717422,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-1M-4b_SPANet_pairing_09,35,2025-03-25 18:01:44.387384,,
854894,855106,45106,44894,100000,100000,0.4365501701831817,0.79553,0.8750616515999999,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-1M-abs_pairing_04,46,2025-03-25 18:04:39.649229,,
855147,854853,44853,45147,100000,100000,0.4209970831871032,0.80334,0.885198769,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-1M-4b_SPANet_pairing_10,43,2025-03-25 18:09:01.466042,,
854894,855106,45106,44894,100000,100000,0.4352007508277893,0.796575,0.875751512,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-1M-abs_pairing_05,36,2025-03-25 18:10:44.451554,,
2564987,855013,135013,44987,300000,100000,0.3494500517845154,0.859785,0.8772433214666666,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-abs_pairing_01,42,2025-04-02 09:37:25.648860,0.83431,0.90452804
2564987,855013,135013,44987,300000,100000,0.353432685136795,0.8584975,0.8740450165333333,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-chi2_pairing_01,51,2025-04-02 09:39:21.981601,0.83301,0.9023983176
2564987,855013,135013,44987,300000,100000,0.354082703590393,0.85845,0.8736909093999998,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-chi2_pairing_02,32,2025-04-02 09:49:09.987448,0.83235,0.9015284614
2564987,855013,135013,44987,300000,100000,0.3510304987430572,0.8597125,0.8759509978666666,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-abs_pairing_02,47,2025-04-02 09:51:34.965456,0.83517,0.9051239514
2564987,855013,135013,44987,300000,100000,0.3517003059387207,0.8598575,0.8757817593166666,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-abs_pairing_03,29,2025-04-02 10:00:38.889774,0.83459,0.9045849898
2564987,855013,135013,44987,300000,100000,0.3534038960933685,0.858625,0.8739314713333334,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-chi2_pairing_03,56,2025-04-02 10:06:00.741651,0.83397,0.9027249584
2564987,855013,135013,44987,300000,100000,0.351358950138092,0.8596975,0.8761165414166667,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-abs_pairing_04,49,2025-04-02 10:15:09.714733,0.83355,0.9043450212
2564987,855013,135013,44987,300000,100000,0.3537138700485229,0.85857,0.8737784832,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-chi2_pairing_04,47,2025-04-02 10:20:02.782668,0.83335,0.9029225401999998
2564987,855013,135013,44987,300000,100000,0.3515827059745788,0.859835,0.8755941875333334,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-abs_pairing_05,39,2025-04-02 10:26:42.116110,0.83459,0.9052483198
2564987,855013,135013,44987,300000,100000,0.3532927334308624,0.85839,0.8738786255333333,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-chi2_pairing_05,40,2025-04-02 10:31:57.552459,0.8331,0.9029252532
2564987,855013,135013,44987,300000,100000,0.3513841331005096,0.85952,0.8757539574,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-abs_pairing_06,41,2025-04-02 10:38:51.336920,0.83434,0.9057863896
2564987,855013,135013,44987,300000,100000,0.3536202013492584,0.8585775,0.8740402024666667,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-chi2_pairing_06,34,2025-04-02 10:42:23.955119,0.83209,0.9011601086
2564987,855013,135013,44987,300000,100000,0.3504509329795837,0.8594,0.8769701851166667,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-abs_pairing_07,34,2025-04-02 10:49:05.302264,0.83377,0.903903128
2564987,855013,135013,44987,300000,100000,0.3534558117389679,0.858535,0.8741431336500001,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-chi2_pairing_07,45,2025-04-02 10:55:57.914671,0.83317,0.9022370122
2564987,855013,135013,44987,300000,100000,0.3504027724266052,0.85963,0.8765959745833333,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-abs_pairing_08,41,2025-04-02 11:01:47.285310,0.83489,0.904787139
2564987,855013,135013,44987,300000,100000,0.3526844084262848,0.8584475,0.8746507126666667,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-chi2_pairing_08,39,2025-04-02 11:07:58.163840,0.83296,0.9017435778
2564987,855013,135013,44987,300000,100000,0.3508048057556152,0.859645,0.87625982005,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-abs_pairing_09,38,2025-04-02 11:13:06.953198,0.83491,0.904798908
2564987,855013,135013,44987,300000,100000,0.3526459634304046,0.8587,0.8743870455166666,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-chi2_pairing_09,49,2025-04-02 11:22:27.719827,0.83246,0.9021314364
2564987,855013,135013,44987,300000,100000,0.3504598736763,0.8597125,0.87658977455,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-abs_pairing_10,40,2025-04-02 11:25:04.334108,0.83446,0.9042408984
2564987,855013,135013,44987,300000,100000,0.3540413975715637,0.85836,0.8733003653666667,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-chi2_pairing_10,34,2025-04-02 11:33:09.168658,0.83343,0.9017580136
2564935,855065,135065,44935,300000,100000,0.3376785516738891,0.8640125,0.8878389296,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-4b_SPANet_pairing_01,39,2025-04-02 14:26:38.474562,0.8362,0.9081856778
2564935,855065,135065,44935,300000,100000,0.3367099165916443,0.864,0.8885505525500002,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-4b_SPANet_pairing_06,49,2025-04-02 14:29:15.928982,0.8356,0.907947495
2564935,855065,135065,44935,300000,100000,0.3381108939647674,0.8639025,0.8878129146,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-4b_SPANet_pairing_02,35,2025-04-02 14:37:24.402978,0.83626,0.9083179296
2564935,855065,135065,44935,300000,100000,0.3374544084072113,0.864165,0.8878092296,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-4b_SPANet_pairing_07,46,2025-04-02 14:43:15.962839,0.8364,0.9080879862
2564935,855065,135065,44935,300000,100000,0.3377825319766998,0.8639025,0.8871059106666666,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-4b_SPANet_pairing_03,44,2025-04-02 14:50:31.638846,0.83639,0.9084510886
2564935,855065,135065,44935,300000,100000,0.3372154831886291,0.8639125,0.8884667481000001,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-4b_SPANet_pairing_08,34,2025-04-02 14:53:30.531599,0.83523,0.9076727252
2564935,855065,135065,44935,300000,100000,0.3373867869377136,0.86383,0.8881502796833334,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-4b_SPANet_pairing_09,44,2025-04-02 15:06:33.878433,0.8366,0.90877832
2564935,855065,135065,44935,300000,100000,0.3369816541671753,0.864195,0.8887330962666666,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-4b_SPANet_pairing_04,57,2025-04-02 15:07:16.860413,0.83574,0.907979947
2564935,855065,135065,44935,300000,100000,0.3370147347450256,0.8641925,0.8886490384,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-4b_SPANet_pairing_10,38,2025-04-02 15:18:03.021209,0.83643,0.9086018724
2564935,855065,135065,44935,300000,100000,0.3377480804920196,0.864355,0.8880306020666667,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_4-750k-4b_SPANet_pairing_05,47,2025-04-02 15:21:16.328175,0.83576,0.9083613634
1187471,950029,62529,49971,250000,50000,0.3867342174053192,0.8933333333333333,0.878669461,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-chi2_pairing_01,45,2025-04-08 09:42:22.062017,0.8317,0.900583912
1187471,950029,62529,49971,250000,50000,0.3832671642303467,0.8935233333333333,0.880306883,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-abs_pairing_01,51,2025-04-08 09:43:32.166247,0.83212,0.9018306848
1187471,950029,62529,49971,250000,50000,0.3798471391201019,0.8933933333333334,0.87838304236,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-chi2_pairing_02,31,2025-04-08 09:48:27.251729,0.82968,0.8995030676
1187471,950029,62529,49971,250000,50000,0.3797065615653991,0.8935433333333334,0.8806980267599999,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-abs_pairing_02,39,2025-04-08 09:51:15.597454,0.83226,0.9012761784
1187471,950029,62529,49971,250000,50000,0.3848441541194916,0.8930333333333333,0.8782811272000001,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-chi2_pairing_03,32,2025-04-08 09:54:56.168623,0.83114,0.9001021417999999
1187471,950029,62529,49971,250000,50000,0.3822801113128662,0.89401,0.8808819882,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-abs_pairing_03,35,2025-04-08 09:58:11.469841,0.83324,0.9022786244
1187471,950029,62529,49971,250000,50000,0.3788709342479706,0.8933966666666666,0.87911251232,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-chi2_pairing_04,36,2025-04-08 10:01:59.517448,0.83059,0.8996712276000001
1187471,950029,62529,49971,250000,50000,0.3809419274330139,0.89376,0.88060750376,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-abs_pairing_04,53,2025-04-08 10:08:21.837884,0.83203,0.9015786108
1187471,950029,62529,49971,250000,50000,0.3875623047351837,0.8934566666666667,0.8786529954000001,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-chi2_pairing_05,46,2025-04-08 10:10:49.886642,0.8309,0.9004780612
1187471,950029,62529,49971,250000,50000,0.3843341171741485,0.89369,0.88064515684,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-abs_pairing_05,45,2025-04-08 10:16:58.482258,0.83377,0.9025447368
1187471,950029,62529,49971,250000,50000,0.3805633783340454,0.8931566666666667,0.8782570109999999,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-chi2_pairing_06,36,2025-04-08 10:17:47.274340,0.83135,0.8999832176000001
1187471,950029,62529,49971,250000,50000,0.3779723048210144,0.8935166666666666,0.8806487253999999,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-abs_pairing_06,42,2025-04-08 10:25:09.702458,0.83308,0.9029086574
1187471,950029,62529,49971,250000,50000,0.3740725815296173,0.89299,0.8782596300000001,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-chi2_pairing_07,42,2025-04-08 10:25:47.871403,0.83107,0.9003883468
1187471,950029,62529,49971,250000,50000,0.3847382664680481,0.8934566666666667,0.8784572939999999,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-chi2_pairing_08,44,2025-04-08 10:34:10.893938,0.83166,0.9009187184
1187471,950029,62529,49971,250000,50000,0.3774424493312835,0.8937566666666666,0.8809453836000001,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-abs_pairing_07,53,2025-04-08 10:35:15.801212,0.8332,0.9028913278
1187471,950029,62529,49971,250000,50000,0.3837629854679107,0.8934333333333333,0.8791206572400001,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-chi2_pairing_09,39,2025-04-08 10:41:53.776292,0.82937,0.8988677428
1187471,950029,62529,49971,250000,50000,0.3811132311820984,0.89332,0.8808873042,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-abs_pairing_08,49,2025-04-08 10:44:53.670749,0.83283,0.9023664646
1187471,950029,62529,49971,250000,50000,0.3770267963409424,0.89314,0.87869572,"TRSM, 4 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-chi2_pairing_10,45,2025-04-08 10:50:37.225481,0.83067,0.9001690133999999
1187471,950029,62529,49971,250000,50000,0.3783690333366394,0.8935733333333333,0.88066145916,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-abs_pairing_09,52,2025-04-08 10:54:54.182655,0.83295,0.9024875042
1187471,950029,62529,49971,250000,50000,0.3752911388874054,0.89476,0.8840873866000001,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-4b_SPANet_pairing_01,42,2025-04-08 10:58:52.428470,0.83096,0.903277824
1187471,950029,62529,49971,250000,50000,0.37696373462677,0.89373,0.8806404651999999,"TRSM, 4 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-abs_pairing_10,34,2025-04-08 11:01:42.384708,0.83343,0.9024849154
1187471,950029,62529,49971,250000,50000,0.3797130286693573,0.8947866666666666,0.8839751259999999,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-4b_SPANet_pairing_02,33,2025-04-08 11:05:19.827802,0.83165,0.9032145964
1187471,950029,62529,49971,250000,50000,0.380781352519989,0.8951533333333334,0.8846242268,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-4b_SPANet_pairing_06,55,2025-04-08 11:12:44.751487,0.83031,0.90281718
1187471,950029,62529,49971,250000,50000,0.3785860538482666,0.8946566666666667,0.8845335919999999,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-4b_SPANet_pairing_03,40,2025-04-08 11:13:35.781397,0.82988,0.902490762
1187471,950029,62529,49971,250000,50000,0.3752638101577759,0.8948,0.8843857533999999,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-4b_SPANet_pairing_07,38,2025-04-08 11:20:16.480529,0.83083,0.903102899
1187471,950029,62529,49971,250000,50000,0.3811148405075073,0.8948033333333333,0.8843724654,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-4b_SPANet_pairing_04,42,2025-04-08 11:21:45.545758,0.83109,0.9031859816
1187471,950029,62529,49971,250000,50000,0.3731637895107269,0.8948033333333333,0.8841988664,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-4b_SPANet_pairing_08,43,2025-04-08 11:28:38.051683,0.83084,0.9027122696
1187471,950029,62529,49971,250000,50000,0.3748067915439605,0.8949,0.88435162664,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-4b_SPANet_pairing_05,66,2025-04-08 11:34:16.357388,0.83017,0.9026771644
1187471,950029,62529,49971,250000,50000,0.3780460953712463,0.8949166666666667,0.8843886248,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-4b_SPANet_pairing_09,51,2025-04-08 11:38:33.519367,0.83095,0.9026591254
1187471,950029,62529,49971,250000,50000,0.3809168338775635,0.8947266666666667,0.8843177430000001,"TRSM, 4 mass mixed, 4b SPANet pairing, 4 b-tagged jets",trsm_4b-mix_5-250k-4b_SPANet_pairing_10,53,2025-04-08 11:48:58.498210,0.83109,0.9028668956
4749793,950207,250207,49793,250000,50000,0.2770602107048034,0.89705,0.88281883556,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing_06,33,2025-04-10 15:12:08.256896,0.83281,0.9022495822
4749793,950207,250207,49793,250000,50000,0.2782136797904968,0.8964266666666667,0.88139636324,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing_01,61,2025-04-10 15:26:43.708030,0.83063,0.9006084682
4749793,950207,250207,49793,250000,50000,0.2694935202598572,0.8991433333333333,0.89104263652,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M_01,46,2025-04-10 15:51:27.558860,0.83308,0.9059886354
4749793,950207,250207,49793,250000,50000,0.2768187224864959,0.89735,0.88267582432,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing_01,46,2025-04-10 15:52:05.886503,0.83134,0.9018902681999998
4749793,950207,250207,49793,250000,50000,0.2768702805042267,0.8970733333333333,0.88271500416,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing_07,33,2025-04-10 16:08:18.992211,0.8335,0.9022490628
4749793,950207,250207,49793,250000,50000,0.2782818377017975,0.89644,0.88146592816,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing_02,48,2025-04-10 16:16:02.178127,0.83124,0.9000525725999999
4749793,950207,250207,49793,250000,50000,0.278491735458374,0.8966033333333333,0.88124978916,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing_03,35,2025-04-10 16:33:05.022016,0.83079,0.8995068056
4749793,950207,250207,49793,250000,50000,0.2769284546375274,0.8971,0.8827288124000001,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing_08,61,2025-04-10 16:38:39.051300,0.83267,0.9027048338
4749793,950207,250207,49793,250000,50000,0.2782506346702575,0.8966866666666666,0.8816387118800001,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing_04,45,2025-04-10 16:56:11.058940,0.83073,0.9003568605999999
4749793,950207,250207,49793,250000,50000,0.27716726064682,0.89709,0.88243664952,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing_09,40,2025-04-10 16:58:34.431100,0.83275,0.9026090142
4749793,950207,250207,49793,250000,50000,0.2784500420093536,0.8964633333333333,0.88128892684,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing_05,44,2025-04-10 17:18:03.007664,0.83206,0.9013354224
4749793,950207,250207,49793,250000,50000,0.2768531143665313,0.8970866666666667,0.8827216923200001,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing_10,53,2025-04-10 17:24:37.437786,0.83372,0.9038368292
4749793,950207,250207,49793,250000,50000,0.2697983086109161,0.8990533333333334,0.8906491369999999,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M_02,27,2025-04-10 17:37:30.446852,0.83283,0.9058087758
4749793,950207,250207,49793,250000,50000,0.2783055603504181,0.89667,0.8814074705600001,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing_06,63,2025-04-10 17:48:09.998732,0.83083,0.9002100668
4749793,950207,250207,49793,250000,50000,0.2696649730205536,0.8988433333333333,0.8908436824799999,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M_03,41,2025-04-10 17:56:57.829276,0.83253,0.9056117652
4749793,950207,250207,49793,250000,50000,0.2785583436489105,0.8963766666666667,0.88114078768,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing_07,34,2025-04-10 18:04:45.923342,0.83132,0.9004929317999999
4749793,950207,250207,49793,250000,50000,0.2700450420379638,0.8985166666666666,0.89053691752,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M_04,26,2025-04-10 18:09:37.639870,0.83226,0.9053295572
4749793,950207,250207,49793,250000,50000,0.2784495949745178,0.8964633333333333,0.8812739688800001,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing_08,48,2025-04-10 18:27:29.919419,0.83141,0.9008074028
4749793,950207,250207,49793,250000,50000,0.2697049975395202,0.8987733333333333,0.89081631896,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M_05,39,2025-04-10 18:28:19.659456,0.83203,0.9057638194
4749793,950207,250207,49793,250000,50000,0.2697362005710602,0.8990733333333333,0.8909145913600001,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M_06,34,2025-04-10 18:44:41.295961,0.83254,0.9055364110000002
4749793,950207,250207,49793,250000,50000,0.2784060537815094,0.8966166666666666,0.8812186484,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing_09,40,2025-04-10 18:46:39.693168,0.83083,0.9002499961999999
4749793,950207,250207,49793,250000,50000,0.2694003283977508,0.8990866666666667,0.89103474688,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M_07,38,2025-04-10 19:03:12.024130,0.83269,0.9059283416
4749793,950207,250207,49793,250000,50000,0.2780781686306,0.89654,0.8816055362,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing_10,57,2025-04-10 19:14:31.084862,0.82977,0.8991706728
4749793,950207,250207,49793,250000,50000,0.2698837518692016,0.8988166666666667,0.89092919376,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M_08,29,2025-04-10 19:17:15.679031,0.83186,0.9053500644
4749793,950207,250207,49793,250000,50000,0.2698414623737335,0.89873,0.8908795552,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M_09,25,2025-04-10 19:29:14.616674,0.83255,0.905779024
4749793,950207,250207,49793,250000,50000,0.2769013941287994,0.8968966666666667,0.8826173605200001,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing_02,48,2025-04-10 19:37:47.109535,0.83324,0.9035081828
4749793,950207,250207,49793,250000,50000,0.2699348628520965,0.8988766666666667,0.89042058072,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M_10,28,2025-04-10 19:43:14.336407,0.83259,0.9054063168
4749793,950207,250207,49793,250000,50000,0.2769306600093841,0.8969533333333334,0.8826753693200001,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing_03,39,2025-04-10 19:56:48.557789,0.83314,0.9030556834
4749793,950207,250207,49793,250000,50000,0.2771317958831787,0.8970433333333333,0.88251437008,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing_04,34,2025-04-10 20:13:14.022432,0.83263,0.9018835336
4749793,950207,250207,49793,250000,50000,0.2766843736171722,0.8971833333333333,0.8827387199200001,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing_05,44,2025-04-10 20:34:22.195798,0.83259,0.902484909
4749793,950207,250207,49793,250000,50000,0.2781442701816559,0.8964866666666667,0.88399621744,"TRSM, 5 mass mixed, 4b SPANet pairing: mix-5, 1M, 4 b-tagged jets",trsm_4b-mix_5-1M-4b_SPANet_pairing-mix_5-1M-24_nodes-01,29,2025-04-28 18:58:41.387671,0.82767,0.9003802028
4749793,950207,250207,49793,250000,50000,0.2874477803707123,0.89365,0.873467094,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing-24_nodes-01,45,2025-04-28 19:04:33.473742,0.8264,0.8927826948
4749793,950207,250207,49793,250000,50000,0.2869296669960022,0.8937633333333334,0.87387362384,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing-24_nodes-06,35,2025-04-28 19:16:54.263090,0.82696,0.8949762361999999
4749793,950207,250207,49793,250000,50000,0.2874278426170349,0.8935,0.87340460148,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing-24_nodes-02,33,2025-04-28 19:20:23.035508,0.82516,0.8918109294000001
4749793,950207,250207,49793,250000,50000,0.2876176834106445,0.8935033333333333,0.87320432032,"TRSM, 5 mass mixed, chi2 pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-chi2_pairing-24_nodes-03,31,2025-04-28 19:35:12.252195,0.82496,0.8922125792
4749793,950207,250207,49793,250000,50000,0.2865446805953979,0.8937733333333333,0.8741303955599999,"TRSM, 5 mass mixed, Absolute value pairing, 4 b-tagged jets",trsm_4b-mix_5-1M-abs_pairing-24_nodes-07,37,2025-04-28 19:36:13.667965,0.82843,0.8954976276
