Label,Event type,Event Fraction,3h,2h,1h,0h,Higgs
3h,Nj=6,0.17324144486692014,0.44787379972565156,0.0,0.3614540466392318,0.1906721536351166,0.5683584819387288
3h,Nj=7,0.30620247148288976,0.34187039192859914,0.022506790842064417,0.3841676367869616,0.25145518044237486,0.4849307980856293
3h,Nj>=8,0.5205560836501901,0.2314540059347181,0.05364072129650765,0.38758274366582973,0.3273225291029445,0.39640873468766646
3h,Total,1.0,0.30275665399239543,0.034814638783269965,0.38201045627376423,0.2804182509505703,0.4533032319391635
