Label,Event type,Event Fraction,3h,2h,1h,0h,Higgs
3h,Nj=6,0.1567342073897497,0.4615969581749049,0.0,0.3855513307984791,0.15285171102661596,0.5901140684410646
3h,Nj=7,0.3102502979737783,0.37264694583173263,0.03534383403764887,0.3764886669227814,0.2155205532078371,0.5217057241644256
3h,Nj>=8,0.533015494636472,0.24373881932021466,0.06082289803220036,0.415474060822898,0.27996422182468694,0.42277877161598093
3h,Total,1.0,0.3178784266984505,0.0433849821215733,0.398688915375447,0.2400476758045292,0.4796980532379817
