Label,Event type,Event Fraction,3h,2h,1h,0h,Higgs
3h,Nj=6,0.1602489303772851,0.44093851132686085,0.0,0.3697411003236246,0.18932038834951456,0.564185544768069
3h,Nj=7,0.2887333074030857,0.3286933093848226,0.05343511450381679,0.3929052537045353,0.22496632240682532,0.4952851369555456
3h,Nj>=8,0.5510177622196292,0.2016470588235294,0.08470588235294117,0.3927058823529412,0.32094117647058823,0.38901960784313727
3h,Total,1.0,0.2766757422533385,0.062102943083106446,0.3890833657461429,0.27213794891741216,0.4477721595574571
