Label,Event type,Event Fraction,3h,2h,1h,0h,Higgs
3h,Nj=6,0.18251773476012986,0.43280632411067194,0.0,0.3939393939393939,0.1732542819499341,0.5641194554238033
3h,Nj=7,0.2943369003246363,0.306781045751634,0.034722222222222224,0.41748366013071897,0.24101307189542484,0.4690904139433551
3h,Nj>=8,0.5231453649152339,0.20592967133992185,0.06940933118823259,0.39232360376924846,0.33233739370259713,0.38297709338849306
3h,Total,1.0,0.2770229650114224,0.046531201154262354,0.4000240471323795,0.2764217867019358,0.4413851148250571
